Scorecard,Team 1,Team 2,Winner,Margin,Ground,Match Date
3157,Ireland,Pakistan,Pakistan,7 wickets,Belfast,28-May-11
3158,Ireland,Pakistan,Pakistan,5 wickets,Belfast,30-May-11
3159,West Indies,India,India,4 wickets,Port of Spain,
3160,West Indies,India,India,7 wickets,Port of Spain,8-Jun-11
3161,West Indies,India,India,3 wickets,North Sound,11-Jun-11
3162,West Indies,India,West Indies,103 runs,North Sound,13-Jun-11
3163,West Indies,India,West Indies,7 wickets,Kingston,16-Jun-11
3164,Scotland,Netherlands,Scotland,15 runs,Aberdeen,28-Jun-11
3165,England,Sri Lanka,England,110 runs,The Oval,28-Jun-11
3166,Scotland,Netherlands,Scotland,5 wickets,Aberdeen,29-Jun-11
3167,England,Sri Lanka,Sri Lanka,69 runs,Leeds,1-Jul-11
3168,England,Sri Lanka,Sri Lanka,6 wickets,Lord's,
3169,England,Sri Lanka,England,10 wickets,Nottingham,6-Jul-11
3170,England,Sri Lanka,England,16 runs,Manchester,9-Jul-11
3171,Scotland,Ireland,Scotland,5 wickets,Edinburgh,12-Jul-11
3172,Scotland,Sri Lanka,Sri Lanka,183 runs,Edinburgh,13-Jul-11
3173,Canada,Afghanistan,Afghanistan,2 wickets,King City (NW),7-Aug-11
3174,Canada,Afghanistan,Afghanistan,17 runs,Toronto,9-Aug-11
3175,Sri Lanka,Australia,Australia,7 wickets,Pallekele,10-Aug-11
3176,Zimbabwe,Bangladesh,Zimbabwe,4 wickets,Harare,12-Aug-11
3177,Zimbabwe,Bangladesh,Zimbabwe,7 wickets,Harare,14-Aug-11
3178,Sri Lanka,Australia,Australia,8 wickets,Hambantota,14-Aug-11
3179,Zimbabwe,Bangladesh,Zimbabwe,5 runs,Harare,16-Aug-11
3180,Sri Lanka,Australia,,78 runs,Hambantota,
3181,Zimbabwe,Bangladesh,Bangladesh,6 wickets,Bulawayo,19-Aug-11
3182,Sri Lanka,Australia,Australia,5 wickets,Colombo (RPS),20-Aug-11
3183,Zimbabwe,Bangladesh,Bangladesh,93 runs,Bulawayo,21-Aug-11
3184,Sri Lanka,Australia,Sri Lanka,4 wickets,Colombo (RPS),22-Aug-11
3185,Ireland,England,England,11 runs,Dublin,25-Aug-11
3186,England,India,no result,,Chester-le-Street,3-Sep-11
3187,England,India,England,7 wickets,Southampton,6-Sep-11
3188,Zimbabwe,Pakistan,Pakistan,5 runs,Bulawayo,8-Sep-11
3189,England,India,England,,The Oval,9-Sep-11
3190,Zimbabwe,Pakistan,Pakistan,10 wickets,Harare,11-Sep-11
3191,England,India,tied,,Lord's,11-Sep-11
3192,Netherlands,Kenya,Netherlands,2 wickets,The Hague,12-Sep-11
3193,Netherlands,Kenya,Netherlands,4 wickets,The Hague,13-Sep-11
3194,Zimbabwe,Pakistan,Pakistan,28 runs,Harare,14-Sep-11
3195,England,India,England,6 wickets,Cardiff,16-Sep-11
3196,Ireland,Canada,Ireland,133 runs,Dublin,19-Sep-11
3197,Ireland,Canada,Ireland,56 runs,Dublin,20-Sep-11
3198,Bangladesh,West Indies,West Indies,40 runs,Dhaka,13-Oct-11
3199,India,England,India,126 runs,Hyderabad (Deccan),14-Oct-11
3200,Bangladesh,West Indies,West Indies,8 wickets,Dhaka,15-Oct-11
3201,India,England,India,8 wickets,Delhi,
3202,Bangladesh,West Indies,Bangladesh,8 wickets,,18-Oct-11
3203,South Africa,Australia,Australia,93 runs,Centurion,19-Oct-11
3204,Zimbabwe,New Zealand,New Zealand,9 wickets,Harare,20-Oct-11
3205,India,England,India,5 wickets,Mohali,20-Oct-11
3206,Zimbabwe,New Zealand,,4 wickets,Harare,22-Oct-11
3207,India,England,India,6 wickets,Mumbai,23-Oct-11
3208,South Africa,Australia,South Africa,80 runs,Port Elizabeth,23-Oct-11
3209,Zimbabwe,New Zealand,Zimbabwe,1 wicket,Bulawayo,25-Oct-11
3210,India,England,India,95 runs,Kolkata,25-Oct-11
3211,South Africa,Australia,Australia,3 wickets,Durban,28-Oct-11
3212,Pakistan,Sri Lanka,Pakistan,8 wickets,Dubai (DSC),11-Nov-11
3213,Pakistan,Sri Lanka,Sri Lanka,25 runs,Dubai (DSC),14-Nov-11
3214,Pakistan,Sri Lanka,Pakistan,21 runs,Dubai (DSC),18-Nov-11
3215,Pakistan,Sri Lanka,Pakistan,26 runs,Sharjah,
3216,Pakistan,Sri Lanka,Pakistan,3 wickets,Abu Dhabi,23-Nov-11
3217,India,West Indies,India,1 wicket,Cuttack,29-Nov-11
3218,Bangladesh,Pakistan,Pakistan,5 wickets,Dhaka,1-Dec-11
3219,India,West Indies,India,5 wickets,Visakhapatnam,2-Dec-11
3220,Bangladesh,Pakistan,Pakistan,76 runs,,3-Dec-11
3221,India,West Indies,West Indies,16 runs,Ahmedabad,5-Dec-11
3222,Bangladesh,Pakistan,,58 runs,Chittagong,6-Dec-11
3223,India,West Indies,India,153 runs,Indore,8-Dec-11
3224,India,West Indies,India,34 runs,Chennai,11-Dec-11
3225,South Africa,Sri Lanka,South Africa,258 runs,Paarl,11-Jan-12
3226,South Africa,Sri Lanka,South Africa,5 wickets,East London,14-Jan-12
3227,South Africa,Sri Lanka,South Africa,4 runs,Bloemfontein,17-Jan-12
3228,South Africa,Sri Lanka,Sri Lanka,5 wickets,Kimberley,
3229,South Africa,Sri Lanka,Sri Lanka,2 wickets,Johannesburg,22-Jan-12
3230,New Zealand,Zimbabwe,New Zealand,90 runs,Dunedin,3-Feb-12
3231,Australia,India,Australia,65 runs,Melbourne,5-Feb-12
3232,New Zealand,Zimbabwe,New Zealand,141 runs,,6-Feb-12
3233,India,Sri Lanka,India,4 wickets,Perth,8-Feb-12
3234,New Zealand,Zimbabwe,New Zealand,202 runs,Napier,9-Feb-12
3235,Australia,Sri Lanka,Australia,5 runs,Perth,10-Feb-12
3236,Afghanistan,Pakistan,Pakistan,7 wickets,Sharjah,10-Feb-12
3237,Australia,India,India,4 wickets,Adelaide,12-Feb-12
3238,England,Pakistan,England,130 runs,Abu Dhabi,13-Feb-12
3239,India,Sri Lanka,tied,,Adelaide,14-Feb-12
3240,England,Pakistan,England,20 runs,Abu Dhabi,
3241,Australia,Sri Lanka,Sri Lanka,8 wickets,Sydney,17-Feb-12
3242,Kenya,Ireland,Kenya,7 wickets,Mombasa,18-Feb-12
3243,England,Pakistan,England,,Dubai (DSC),18-Feb-12
3244,Australia,India,Australia,110 runs,Brisbane,19-Feb-12
3245,Kenya,Ireland,Ireland,117 runs,Mombasa,20-Feb-12
3246,India,Sri Lanka,Sri Lanka,51 runs,Brisbane,21-Feb-12
3247,England,Pakistan,England,4 wickets,Dubai (DSC),21-Feb-12
3248,Australia,Sri Lanka,Sri Lanka,3 wickets,Hobart,24-Feb-12
3249,New Zealand,South Africa,South Africa,6 wickets,Wellington,25-Feb-12
3250,Australia,India,Australia,87 runs,Sydney,26-Feb-12
3251,India,Sri Lanka,India,7 wickets,Hobart,28-Feb-12
3252,New Zealand,South Africa,South Africa,6 wickets,Napier,29-Feb-12
3253,Australia,Sri Lanka,Sri Lanka,9 runs,Melbourne,2-Mar-12
3254,New Zealand,South Africa,South Africa,,Auckland,3-Mar-12
3255,Australia,Sri Lanka,Australia,15 runs,Brisbane,4-Mar-12
3256,Australia,Sri Lanka,Sri Lanka,8 wickets,Adelaide,6-Mar-12
3257,Australia,Sri Lanka,,16 runs,Adelaide,8-Mar-12
3258,Bangladesh,Pakistan,Pakistan,21 runs,Dhaka,11-Mar-12
3259,India,Sri Lanka,India,50 runs,Dhaka,
3260,Pakistan,Sri Lanka,Pakistan,6 wickets,Dhaka,15-Mar-12
3261,Bangladesh,India,Bangladesh,5 wickets,Dhaka,16-Mar-12
3262,West Indies,Australia,Australia,64 runs,Kingstown,
3263,India,Pakistan,India,6 wickets,Dhaka,18-Mar-12
3264,West Indies,Australia,West Indies,,Kingstown,18-Mar-12
3265,Bangladesh,Sri Lanka,Bangladesh,5 wickets,Dhaka,20-Mar-12
3266,West Indies,Australia,tied,,Kingstown,20-Mar-12
3267,Bangladesh,Pakistan,Pakistan,2 runs,Dhaka,22-Mar-12
3268,West Indies,Australia,West Indies,42 runs,Gros Islet,23-Mar-12
3269,West Indies,Australia,Australia,30 runs,Gros Islet,25-Mar-12
3270,Afghanistan,Netherlands,Netherlands,9 wickets,Sharjah,29-Mar-12
3271,Afghanistan,Netherlands,Afghanistan,5 wickets,Sharjah,31-Mar-12
3272,Sri Lanka,Pakistan,Pakistan,6 wickets,Pallekele,7-Jun-12
3273,Sri Lanka,Pakistan,Sri Lanka,76 runs,Pallekele,9-Jun-12
3274,Sri Lanka,Pakistan,no result,,Colombo (RPS),13-Jun-12
3275,Sri Lanka,Pakistan,Sri Lanka,44 runs,Colombo (RPS),16-Jun-12
3276,England,West Indies,,114 runs,Southampton,16-Jun-12
3277,Sri Lanka,Pakistan,Sri Lanka,2 wickets,Colombo (RPS),18-Jun-12
3278,England,West Indies,England,8 wickets,The Oval,19-Jun-12
3279,Ireland,Australia,no result,,Belfast,23-Jun-12
3280,England,Australia,England,15 runs,Lord's,29-Jun-12
3281,England,Australia,England,6 wickets,The Oval,1-Jul-12
3282,Ireland,Afghanistan,Ireland,59 runs,Dublin,
3283,West Indies,New Zealand,West Indies,9 wickets,Kingston,5-Jul-12
3284,England,Australia,England,8 wickets,Chester-le-Street,7-Jul-12
3285,West Indies,New Zealand,West Indies,55 runs,Kingston,7-Jul-12
3286,England,Australia,,7 wickets,Manchester,10-Jul-12
3287,Scotland,Canada,Scotland,4 wickets,Ayr,"Jul 11-12, 2012"
3288,West Indies,New Zealand,New Zealand,88 runs,Basseterre,11-Jul-12
3289,West Indies,New Zealand,West Indies,24 runs,Basseterre,14-Jul-12
3290,West Indies,New Zealand,West Indies,20 runs,Basseterre,16-Jul-12
3291,Sri Lanka,India,India,21 runs,Hambantota,21-Jul-12
3292,Sri Lanka,India,Sri Lanka,9 wickets,Hambantota,24-Jul-12
3293,Sri Lanka,India,India,5 wickets,Colombo (RPS),28-Jul-12
3294,Sri Lanka,India,India,6 wickets,Colombo (RPS),31-Jul-12
3295,Sri Lanka,India,India,20 runs,Pallekele,4-Aug-12
3296,England,South Africa,no result,,Cardiff,24-Aug-12
3297,Afghanistan,Australia,Australia,66 runs,Sharjah,25-Aug-12
3298,England,South Africa,South Africa,80 runs,,28-Aug-12
3299,Australia,Pakistan,Australia,4 wickets,Sharjah,28-Aug-12
3300,England,South Africa,England,4 wickets,The Oval,31-Aug-12
3301,Australia,Pakistan,Pakistan,7 wickets,Abu Dhabi,31-Aug-12
3302,England,South Africa,England,6 wickets,Lord's,2-Sep-12
3303,Australia,Pakistan,Australia,3 wickets,Sharjah,3-Sep-12
3304,England,South Africa,South Africa,7 wickets,Nottingham,5-Sep-12
3305,Sri Lanka,New Zealand,Sri Lanka,14 runs,Pallekele,4-Nov-12
3306,Sri Lanka,New Zealand,Sri Lanka,7 wickets,Pallekele,6-Nov-12
3307,Sri Lanka,New Zealand,Sri Lanka,7 wickets,Hambantota,10-Nov-12
3308,Sri Lanka,New Zealand,no result,,Hambantota,12-Nov-12
3309,Bangladesh,West Indies,Bangladesh,7 wickets,Khulna,
3310,Bangladesh,West Indies,Bangladesh,160 runs,Khulna,2-Dec-12
3311,Bangladesh,West Indies,West Indies,4 wickets,Dhaka,5-Dec-12
3312,Bangladesh,West Indies,West Indies,75 runs,Dhaka,7-Dec-12
3313,Bangladesh,West Indies,Bangladesh,,Dhaka,8-Dec-12
3314,India,Pakistan,Pakistan,6 wickets,Chennai,30-Dec-12
3315,India,Pakistan,Pakistan,85 runs,Kolkata,3-Jan-13
3316,India,Pakistan,India,10 runs,Delhi,6-Jan-13
3317,Australia,Sri Lanka,Australia,107 runs,Melbourne,11-Jan-13
3318,India,England,England,9 runs,Rajkot,11-Jan-13
3319,Australia,Sri Lanka,Sri Lanka,8 wickets,Adelaide,13-Jan-13
3320,India,England,India,127 runs,Kochi,15-Jan-13
3321,Australia,Sri Lanka,Sri Lanka,4 wickets,Brisbane,18-Jan-13
3322,India,England,India,7 wickets,Ranchi,19-Jan-13
3323,South Africa,New Zealand,New Zealand,1 wicket,Paarl,19-Jan-13
3324,Australia,Sri Lanka,no result,,Sydney,20-Jan-13
3325,South Africa,New Zealand,New Zealand,27 runs,Kimberley,22-Jan-13
3326,Australia,Sri Lanka,Australia,32 runs,,23-Jan-13
3327,India,England,India,5 wickets,Mohali,23-Jan-13
3328,South Africa,New Zealand,South Africa,1 wicket,Potchefstroom,25-Jan-13
3329,India,England,England,7 wickets,Dharamsala,27-Jan-13
3330,Australia,West Indies,Australia,9 wickets,Perth,1-Feb-13
3331,Australia,West Indies,Australia,54 runs,Perth,3-Feb-13
3332,Australia,West Indies,Australia,39 runs,Canberra,6-Feb-13
3333,Australia,West Indies,Australia,5 wickets,Sydney,8-Feb-13
3334,Australia,West Indies,Australia,17 runs,Melbourne,
3335,New Zealand,England,New Zealand,3 wickets,Hamilton,17-Feb-13
3336,New Zealand,England,England,8 wickets,Napier,20-Feb-13
3337,West Indies,Zimbabwe,West Indies,156 runs,St George's,22-Feb-13
3338,New Zealand,England,England,5 wickets,Auckland,23-Feb-13
3339,West Indies,Zimbabwe,West Indies,7 wickets,St George's,24-Feb-13
3340,West Indies,Zimbabwe,West Indies,,St George's,26-Feb-13
3341,Afghanistan,Scotland,Afghanistan,7 wickets,Sharjah,6-Mar-13
3342,Afghanistan,Scotland,Afghanistan,5 wickets,Sharjah,8-Mar-13
3343,South Africa,Pakistan,South Africa,125 runs,Bloemfontein,10-Mar-13
3344,Canada,Kenya,Kenya,6 wickets,ICCA Dubai,11-Mar-13
3345,Canada,Kenya,Kenya,6 wickets,ICCA Dubai,13-Mar-13
3346,South Africa,Pakistan,Pakistan,6 wickets,,15-Mar-13
3347,South Africa,Pakistan,South Africa,34 runs,Johannesburg,17-Mar-13
3348,South Africa,Pakistan,Pakistan,3 wickets,Durban,21-Mar-13
3349,Sri Lanka,Bangladesh,Sri Lanka,8 wickets,Hambantota,23-Mar-13
3350,South Africa,Pakistan,South Africa,6 wickets,Benoni,24-Mar-13
3351,Sri Lanka,Bangladesh,no result,,Hambantota,25-Mar-13
3352,Sri Lanka,Bangladesh,Bangladesh,3 wickets,Pallekele,28-Mar-13
3353,Zimbabwe,Bangladesh,Bangladesh,121 runs,Bulawayo,3-May-13
3354,Zimbabwe,Bangladesh,Zimbabwe,6 wickets,Bulawayo,5-May-13
3355,Zimbabwe,Bangladesh,Zimbabwe,7 wickets,Bulawayo,8-May-13
3356,Scotland,Pakistan,Pakistan,96 runs,Edinburgh,
3357,Ireland,Pakistan,tied,,Dublin,23-May-13
3358,Ireland,Pakistan,Pakistan,2 wickets,Dublin,26-May-13
3359,Netherlands,South Africa,South Africa,83 runs,Amstelveen,31-May-13
3360,England,New Zealand,New Zealand,5 wickets,Lord's,31-May-13
3361,England,New Zealand,New Zealand,86 runs,Southampton,2-Jun-13
3362,England,New Zealand,England,34 runs,Nottingham,5-Jun-13
3363,India,South Africa,India,26 runs,Cardiff,6-Jun-13
3364,Pakistan,West Indies,West Indies,,The Oval,7-Jun-13
3365,England,Australia,England,48 runs,Birmingham,8-Jun-13
3366,New Zealand,Sri Lanka,New Zealand,1 wicket,Cardiff,9-Jun-13
3367,Pakistan,South Africa,South Africa,67 runs,Birmingham,10-Jun-13
3368,India,West Indies,India,8 wickets,The Oval,11-Jun-13
3369,Australia,New Zealand,no result,,Birmingham,12-Jun-13
3370,England,Sri Lanka,Sri Lanka,7 wickets,The Oval,13-Jun-13
3371,South Africa,West Indies,tied,,Cardiff,14-Jun-13
3372,India,Pakistan,India,8 wickets,Birmingham,15-Jun-13
3373,England,New Zealand,England,10 runs,Cardiff,16-Jun-13
3374,Australia,Sri Lanka,Sri Lanka,20 runs,The Oval,17-Jun-13
3375,England,South Africa,England,7 wickets,,19-Jun-13
3376,India,Sri Lanka,India,8 wickets,Cardiff,20-Jun-13
3377,England,India,India,5 runs,Birmingham,23-Jun-13
3378,West Indies,Sri Lanka,West Indies,6 wickets,Kingston,28-Jun-13
3379,Scotland,Kenya,Scotland,12 runs,Aberdeen,30-Jun-13
3380,West Indies,India,West Indies,1 wicket,Kingston,30-Jun-13
3381,Scotland,Kenya,Scotland,4 wickets,Aberdeen,"Jul 2-3, 2013"
3382,India,Sri Lanka,Sri Lanka,161 runs,Kingston,2-Jul-13
3383,West Indies,India,India,102 runs,Port of Spain,5-Jul-13
3384,Netherlands,Ireland,Ireland,88 runs,Amstelveen,7-Jul-13
3385,West Indies,Sri Lanka,Sri Lanka,39 runs,Port of Spain,"Jul 7-8, 2013"
3386,Netherlands,Ireland,tied,,Amstelveen,9-Jul-13
3387,India,Sri Lanka,India,81 runs,Port of Spain,9-Jul-13
3388,India,Sri Lanka,India,1 wicket,Port of Spain,11-Jul-13
3389,West Indies,Pakistan,,126 runs,Providence,14-Jul-13
3390,West Indies,Pakistan,West Indies,37 runs,Providence,16-Jul-13
3391,West Indies,Pakistan,tied,,Gros Islet,19-Jul-13
3392,Sri Lanka,South Africa,Sri Lanka,180 runs,Colombo (RPS),20-Jul-13
3393,West Indies,Pakistan,Pakistan,6 wickets,Gros Islet,21-Jul-13
3394,Sri Lanka,South Africa,Sri Lanka,17 runs,Colombo (RPS),23-Jul-13
3395,Zimbabwe,India,India,6 wickets,Harare,24-Jul-13
3396,West Indies,Pakistan,Pakistan,4 wickets,Gros Islet,
3397,Zimbabwe,India,India,58 runs,Harare,26-Jul-13
3398,Sri Lanka,South Africa,South Africa,56 runs,Pallekele,26-Jul-13
3399,Zimbabwe,India,India,7 wickets,Harare,28-Jul-13
3400,Sri Lanka,South Africa,Sri Lanka,8 wickets,Pallekele,28-Jul-13
3401,Sri Lanka,South Africa,Sri Lanka,128 runs,Colombo (RPS),31-Jul-13
3402,Zimbabwe,India,India,9 wickets,Bulawayo,1-Aug-13
3403,Zimbabwe,India,India,7 wickets,Bulawayo,3-Aug-13
3404,Zimbabwe,Pakistan,,7 wickets,Harare,27-Aug-13
3405,Canada,Netherlands,no result,,King City (NW),"Aug 27-28, 2013"
3406,Zimbabwe,Pakistan,Pakistan,90 runs,Harare,
3407,Canada,Netherlands,Netherlands,9 wickets,King City (NW),29-Aug-13
3408,Zimbabwe,Pakistan,Pakistan,108 runs,Harare,31-Aug-13
3409,Ireland,England,England,6 wickets,Dublin (Malahide),3-Sep-13
3410,Scotland,Australia,Australia,200 runs,Edinburgh,3-Sep-13
3411,Ireland,Scotland,Ireland,1 wicket,Belfast,6-Sep-13
3412,England,Australia,Australia,88 runs,Manchester,8-Sep-13
3413,Ireland,Scotland,Ireland,7 wickets,Belfast,8-Sep-13
3414,England,Australia,no result,,Birmingham,11-Sep-13
3415,England,Australia,,3 wickets,Cardiff,14-Sep-13
3416,England,Australia,Australia,49 runs,Southampton,16-Sep-13
3417,Afghanistan,Kenya,Afghanistan,,Sharjah,2-Oct-13
3418,Afghanistan,Kenya,Afghanistan,7 wickets,Sharjah,4-Oct-13
3419,India,Australia,Australia,72 runs,Pune,13-Oct-13
3420,India,Australia,India,9 wickets,Jaipur,16-Oct-13
3421,India,Australia,Australia,4 wickets,Mohali,19-Oct-13
3422,India,Australia,no result,,Ranchi,
3423,Bangladesh,New Zealand,Bangladesh,43 runs,Dhaka,29-Oct-13
3424,India,Australia,India,6 wickets,Nagpur,30-Oct-13
3425,Pakistan,South Africa,South Africa,1 run,Sharjah,30-Oct-13
3426,Bangladesh,New Zealand,Bangladesh,40 runs,Dhaka,31-Oct-13
3427,Pakistan,South Africa,Pakistan,66 runs,Dubai (DSC),1-Nov-13
3428,India,Australia,India,57 runs,Bengaluru,2-Nov-13
3429,Bangladesh,New Zealand,Bangladesh,4 wickets,,3-Nov-13
3430,Pakistan,South Africa,South Africa,68 runs,Abu Dhabi,6-Nov-13
3431,Pakistan,South Africa,South Africa,28 runs,Abu Dhabi,8-Nov-13
3432,Sri Lanka,New Zealand,no result,,Hambantota,10-Nov-13
3433,Pakistan,South Africa,South Africa,117 runs,Sharjah,11-Nov-13
3434,Sri Lanka,New Zealand,New Zealand,4 wickets,Hambantota,12-Nov-13
3435,Sri Lanka,New Zealand,Sri Lanka,36 runs,Dambulla,
3436,India,West Indies,India,6 wickets,Kochi,21-Nov-13
3437,India,West Indies,West Indies,2 wickets,Visakhapatnam,24-Nov-13
3438,South Africa,Pakistan,Pakistan,23 runs,Cape Town,24-Nov-13
3439,India,West Indies,India,5 wickets,Kanpur,27-Nov-13
3440,South Africa,Pakistan,Pakistan,,Port Elizabeth,27-Nov-13
3441,South Africa,Pakistan,South Africa,4 wickets,Centurion,30-Nov-13
3442,South Africa,India,South Africa,141 runs,Johannesburg,5-Dec-13
3443,South Africa,India,South Africa,134 runs,Durban,8-Dec-13
3444,South Africa,India,no result,,Centurion,11-Dec-13
3445,Pakistan,Sri Lanka,Pakistan,11 runs,Sharjah,18-Dec-13
3446,Pakistan,Sri Lanka,Sri Lanka,2 wickets,Dubai (DSC),20-Dec-13
3447,Pakistan,Sri Lanka,Pakistan,113 runs,Sharjah,22-Dec-13
3448,Pakistan,Sri Lanka,Pakistan,8 wickets,Abu Dhabi,25-Dec-13
3449,New Zealand,West Indies,West Indies,2 wickets,,26-Dec-13
3450,Pakistan,Sri Lanka,Sri Lanka,2 wickets,Abu Dhabi,27-Dec-13
3451,New Zealand,West Indies,New Zealand,159 runs,Queenstown,1-Jan-14
3452,New Zealand,West Indies,New Zealand,,Nelson,4-Jan-14
3453,New Zealand,West Indies,West Indies,203 runs,Hamilton,8-Jan-14
3454,Australia,England,Australia,6 wickets,Melbourne,12-Jan-14
3455,Australia,England,Australia,1 wicket,Brisbane,17-Jan-14
3456,New Zealand,India,New Zealand,24 runs,Napier,
3457,Australia,England,Australia,,Sydney,19-Jan-14
3458,New Zealand,India,New Zealand,15 runs,Hamilton,22-Jan-14
3459,Canada,Scotland,Scotland,170 runs,Christchurch,23-Jan-14
3460,Kenya,Netherlands,,4 wickets,Lincoln,23-Jan-14
3461,Australia,England,England,57 runs,Perth,24-Jan-14
3462,New Zealand,India,tied,,Auckland,25-Jan-14
3463,Australia,England,Australia,5 runs,Adelaide,26-Jan-14
3464,Canada,Netherlands,Netherlands,8 wickets,Mount Maunganui,28-Jan-14
3465,New Zealand,India,New Zealand,7 wickets,Hamilton,28-Jan-14
3466,Kenya,Scotland,Scotland,3 wickets,,30-Jan-14
3467,New Zealand,India,New Zealand,87 runs,Wellington,31-Jan-14
3468,Scotland,U.A.E.,Scotland,41 runs,Lincoln,1-Feb-14
3469,Bangladesh,Sri Lanka,Sri Lanka,13 runs,Dhaka,17-Feb-14
3470,Bangladesh,Sri Lanka,Sri Lanka,61 runs,Dhaka,20-Feb-14
3471,Bangladesh,Sri Lanka,Sri Lanka,6 wickets,Dhaka,22-Feb-14
3472,West Indies,Ireland,West Indies,4 wickets,Kingston,23-Feb-14
3473,Pakistan,Sri Lanka,Sri Lanka,12 runs,Fatullah,25-Feb-14
3474,Bangladesh,India,India,6 wickets,Fatullah,26-Feb-14
3475,Afghanistan,Pakistan,Pakistan,72 runs,Fatullah,
3476,India,Sri Lanka,Sri Lanka,2 wickets,Fatullah,28-Feb-14
3477,West Indies,England,West Indies,15 runs,North Sound,28-Feb-14
3478,Bangladesh,Afghanistan,,32 runs,Fatullah,1-Mar-14
3479,India,Pakistan,Pakistan,1 wicket,Dhaka,2-Mar-14
3480,West Indies,England,England,3 wickets,North Sound,2-Mar-14
3481,Afghanistan,Sri Lanka,Sri Lanka,129 runs,Dhaka,
3482,Bangladesh,Pakistan,Pakistan,3 wickets,Dhaka,4-Mar-14
3483,Afghanistan,India,India,8 wickets,Dhaka,5-Mar-14
3484,West Indies,England,England,25 runs,,5-Mar-14
3485,Bangladesh,Sri Lanka,Sri Lanka,3 wickets,Dhaka,6-Mar-14
3486,Pakistan,Sri Lanka,Sri Lanka,5 wickets,Dhaka,8-Mar-14
3487,Afghanistan,Hong Kong,Afghanistan,6 wickets,Kuala Lumpur,1-May-14
3488,Afghanistan,U.A.E.,Afghanistan,70 runs,Kuala Lumpur,2-May-14
3489,Hong Kong,U.A.E.,U.A.E.,2 wickets,Kuala Lumpur,4-May-14
3490,Ireland,Sri Lanka,Sri Lanka,79 runs,Dublin,6-May-14
3491,Scotland,England,England,39 runs,Aberdeen,9-May-14
3492,England,Sri Lanka,England,81 runs,The Oval,22-May-14
3493,England,Sri Lanka,,157 runs,Chester-le-Street,25-May-14
3494,England,Sri Lanka,England,10 wickets,Manchester,28-May-14
3495,England,Sri Lanka,Sri Lanka,7 runs,Lord's,31-May-14
3496,England,Sri Lanka,Sri Lanka,6 wickets,,3-Jun-14
3497,Bangladesh,India,India,7 wickets,Dhaka,15-Jun-14
3498,Bangladesh,India,India,47 runs,Dhaka,17-Jun-14
3499,Bangladesh,India,no result,,Dhaka,19-Jun-14
3500,Sri Lanka,South Africa,South Africa,75 runs,Colombo (RPS),6-Jul-14
3501,Sri Lanka,South Africa,Sri Lanka,87 runs,Pallekele,9-Jul-14
3502,Sri Lanka,South Africa,South Africa,82 runs,Hambantota,12-Jul-14
3503,Zimbabwe,Afghanistan,Zimbabwe,6 wickets,Bulawayo,18-Jul-14
3504,Zimbabwe,Afghanistan,Zimbabwe,8 wickets,Bulawayo,
3505,Zimbabwe,Afghanistan,Afghanistan,2 wickets,Bulawayo,22-Jul-14
3506,Zimbabwe,Afghanistan,Afghanistan,,Bulawayo,24-Jul-14
3507,Zimbabwe,South Africa,South Africa,93 runs,Bulawayo,17-Aug-14
3508,Zimbabwe,South Africa,South Africa,61 runs,Bulawayo,19-Aug-14
3509,West Indies,Bangladesh,West Indies,3 wickets,St George's,20-Aug-14
3510,Zimbabwe,South Africa,South Africa,7 wickets,Bulawayo,21-Aug-14
3511,West Indies,Bangladesh,West Indies,177 runs,St George's,22-Aug-14
3512,Sri Lanka,Pakistan,Pakistan,4 wickets,Hambantota,23-Aug-14
3513,Zimbabwe,Australia,Australia,,Harare,25-Aug-14
3514,West Indies,Bangladesh,West Indies,91 runs,Basseterre,25-Aug-14
3515,Sri Lanka,Pakistan,Sri Lanka,77 runs,Hambantota,26-Aug-14
3516,Australia,South Africa,South Africa,7 wickets,Harare,27-Aug-14
3517,England,India,India,133 runs,Cardiff,27-Aug-14
3518,Zimbabwe,South Africa,South Africa,61 runs,Harare,29-Aug-14
3519,Sri Lanka,Pakistan,Sri Lanka,7 wickets,Dambulla,
3520,England,India,India,6 wickets,Nottingham,30-Aug-14
3521,Zimbabwe,Australia,Zimbabwe,3 wickets,Harare,31-Aug-14
3522,Australia,South Africa,Australia,62 runs,Harare,2-Sep-14
3523,England,India,India,9 wickets,Birmingham,2-Sep-14
3524,Zimbabwe,South Africa,South Africa,63 runs,Harare,4-Sep-14
3525,England,India,England,41 runs,Leeds,
3526,Australia,South Africa,South Africa,6 wickets,Harare,6-Sep-14
3527,Ireland,Scotland,Ireland,7 wickets,Dublin (Malahide),8-Sep-14
3528,Ireland,Scotland,Ireland,3 wickets,Dublin (Malahide),10-Sep-14
3529,Ireland,Scotland,Scotland,8 wickets,Dublin (Malahide),12-Sep-14
3530,Australia,Pakistan,Australia,93 runs,Sharjah,7-Oct-14
3531,India,West Indies,West Indies,124 runs,Kochi,8-Oct-14
3532,Australia,Pakistan,Australia,5 wickets,Dubai (DSC),10-Oct-14
3533,India,West Indies,India,48 runs,Delhi,11-Oct-14
3534,Australia,Pakistan,Australia,1 run,Abu Dhabi,12-Oct-14
3535,India,West Indies,India,59 runs,Dharamsala,17-Oct-14
3536,New Zealand,South Africa,South Africa,6 wickets,Mount Maunganui,21-Oct-14
3537,New Zealand,South Africa,South Africa,72 runs,Mount Maunganui,24-Oct-14
